Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
182,Diablo III,PC,2012.0,Role-Playing,Activision,2.6409910662705323,3.949564633699429,-0.25153953697432324,3.021036756715555,2.986756328183819
183,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,3.2511245600725847,2.1746231868308823,2.4244327616409693,0.8017049495652513,2.986756328183819
184,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.5067616976340803,2.273231044990246,3.8430204862081125,1.3829585181046165,2.980347469018175
185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.7142070855267786,1.642140752770318,4.810239389322074,0.5374987820473579,2.980347469018175
186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,0.9936306330049902,6.572533660738505,-0.1548176466629271,2.8096718227012403,2.9739386098525307
187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9942495628403563,3.3184743414795017,2.8113203228865538,2.3341007211690323,2.9675297506868867
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.2383029603611777,1.168823033605372,6.841399085861394,0.32613384803304335,2.954712032355599
189,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.8471985944924975,3.6931842024850843,5.841939552643632,1.2244348175938806,2.954712032355599
190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.676980146063289,4.60037649755123,1.16704818759282,2.8096718227012403,2.948303173189954
191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,2.0918709218486846,4.107337206754411,0.16758865437506,3.9721789597799715,2.94189431402431
192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.982665822799681,0.9124426023910263,5.2293675806714575,0.32613384803304335,2.94189431402431
193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,4.056500771891294,1.898521183984664,-0.09033638645532968,1.7528471526296672,2.94189431402431
194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.592799316601734,2.726827192523319,-0.21929890687052456,1.7528471526296672,2.94189431402431
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.605001986477775,3.042372338633283,-0.25153953697432324,0.8017049495652513,2.9354854548586666
196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,4.324959509164197,0.9518857456547718,-0.25153953697432324,3.3380841577370273,2.9354854548586666
197,Resident Evil 5,PS3,2009.0,Action,Capcom,2.067465582096603,2.529611476204592,3.2304485142359374,3.1795604572262914,2.9290765956930227
198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.9216524734194764,3.673462630853211,-0.25153953697432324,1.911370853140403,2.90985001819609
199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7501961653195353,3.6931842024850843,0.2643105446864561,6.138669533426696,2.90985001819609
200,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.4079024789550195,6.197823799732923,-0.05809575635153099,5.715939665398066,2.90985001819609
201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.8246500442465137,2.273231044990246,0.23206991458265738,0.9073874165724087,2.903441159030446
202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.177289610980972,1.9971290421440273,3.3271704045473336,3.6022903252549203,2.8906234406991578
203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.849055383998596,2.431003618045228,-0.18705827676672582,0.8017049495652513,2.8713968632022255
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.8362337842871885,1.7999133258253002,2.3277108713295735,2.7568305891976617,2.8713968632022255
205,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,3.0802871818080098,3.436803771270738,-0.25153953697432324,1.488640985111774,2.8649880040365816
206,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.7758393647423496,2.3915604747814827,-0.025855126247732254,0.85454618306883,2.8585791448709377
207,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.4097592684611184,2.0365721854077727,0.6834387360358393,2.1755770206582965,2.8585791448709377
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.934474073130884,-0.2708516955213387,-0.21929890687052456,7.565382838023321,2.84576142653965
209,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.812447374370473,1.740748610929682,0.03862613395986513,2.0698945536511393,2.8329437082083615
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.9332362134601513,2.0760153286715184,4.713517499010678,1.7000059191260886,2.8329437082083615
211,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.494559027758039,3.1212586251607743,0.13534802427126125,3.866496492772814,2.8201259898770736
212,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,4.532404897056895,0.22218759527548004,-0.21929890687052456,3.23240169072987,2.8008994123801414
213,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,3.2023138805684206,2.7465487641551922,-0.25153953697432324,2.1755770206582965,2.7944905532144975
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,3.2267192203205024,1.6618623244021908,2.6178765422637618,0.2732926145294647,2.781672834883209
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,-0.32425771360744354,-0.29057326715321147,15.449647323575649,-0.255119720506322,2.7752639757175652
216,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.872841793915312,0.8927210307591534,4.64903623880308,0.2732926145294647,2.762446257386277
217,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,3.0192738324278046,2.3915604747814827,0.13534802427126125,3.0738779902191338,2.756037398220633
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.7996257746590656,3.0226507670014104,-0.25153953697432324,2.862513056204819,2.749628539054989
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,2.006452232716397,3.6537410592213386,0.03862613395986513,4.130702660290707,2.749628539054989
220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.37129446932689636,5.902000225254832,-0.1225770165591284,5.398892264376595,2.743219679889345
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.8118284445351063,2.8057134790508105,1.16704818759282,0.85454618306883,2.723993102392413
222,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.017417042921705934,7.105016094799069,-0.05809575635153099,3.3909253912406054,2.711175384061124
223,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,3.324340579328831,2.292952616622119,-0.1225770165591284,1.911370853140403,2.70476652489548
224,Driver 2,PS,2000.0,Action,Atari,2.5555723771382444,3.850956775540066,-0.18705827676672582,1.0659111170831446,2.685539947398549
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.7868041749476584,4.02845092022692,-0.25153953697432324,3.9193377262763924,2.666313369901616
226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.397556598585077,2.490168332940846,-0.18705827676672582,0.8017049495652513,2.653495651570328
227,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.9576415532122333,1.9182427556165367,4.004223636727106,1.7000059191260886,2.653495651570328
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,2.0430602423445205,3.5551332010619747,0.00638550385606644,3.443766624744184,2.647086792404684
229,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.2138976206090955,3.7326273457488295,-0.05809575635153099,2.228418254161875,2.6278602149077517
230,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.4701536880059574,3.5945763443257204,0.16758865437506,1.0130698835795657,2.6214513557421077
231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.4097592684611184,1.9182427556165367,-0.25153953697432324,2.0698945536511393,2.615042496576464
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.6287883963944907,1.5040897513472087,3.456132924962528,0.4318163150402007,2.60863363741082
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.8484364541632297,1.6618623244021908,2.6178765422637618,0.4318163150402007,2.6022247782451755
234,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.9820468929643151,3.6340194875894656,0.4577543253092483,2.2812594876654537,2.5894070599138876
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8478175243278638,2.4507251896771005,3.294929774443535,1.3301172846010378,2.5894070599138876
236,Splatoon,WiiU,2015.0,Shooter,Nintendo,1.5671561171789197,1.9774074705121547,4.39111119797269,2.0170533201475607,2.5829982007482437
237,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.8478175243278638,3.397360628006993,-0.025855126247732254,4.077861426787128,2.5701804824169554
238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.5683939768496518,1.5238113229790815,-0.21929890687052456,1.9642120866439818,2.5573627640856675
239,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.776458294577716,0.22218759527548004,-0.21929890687052456,0.16761014752230732,2.5573627640856675
240,Pitfall!,2600,1981.0,Platform,Activision,4.813066304205839,0.1827444520117345,-0.25153953697432324,0.009086447011571349,2.5381361865887353
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,4.105311451395458,0.1827444520117345,-0.21929890687052456,2.9681955232119765,2.5317273274230914
242,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.982665822799681,2.687384049259574,-0.1548176466629271,0.9602286500759875,2.5253184682574474
243,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,-0.0802043160866225,-0.014471264306992951,12.967118805583146,-0.14943725349916465,2.518909609091803
244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.067465582096603,3.042372338633283,0.00638550385606644,3.655131558758499,2.518909609091803
245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.5549534473028785,3.535411629430102,0.36103243499785226,3.813655259269235,2.506091890760515
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.982665822799681,2.2535094733583736,-0.18705827676672582,2.0170533201475607,2.506091890760515
247,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.7874231047830245,1.898521183984664,1.2315294478004175,1.488640985111774,2.4996830315948713
248,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.933855143295517,2.37183890314961,-0.21929890687052456,1.805688386133246,2.486865313263583
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.9216524734194764,2.2535094733583736,-0.21929890687052456,2.1755770206582965,2.480456454097939
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,-0.202231014847033,4.4228823528643755,3.133726623924541,4.289226360801443,2.4676387357666503
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,3.1168951914361327,1.7801917541934273,0.16758865437506,1.8585296196368246,2.4676387357666503
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.348126989245547,0.695505314440426,4.939201909737269,0.16761014752230732,2.461229876601007
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.15288427122889,3.239588054952011,0.00638550385606644,2.228418254161875,2.454821017435363
254,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.7868041749476584,3.1212586251607743,0.19982928447885873,3.7079727922620775,2.442003299104074
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.3731512588329946,1.5040897513472087,0.5867168457244433,0.4318163150402007,2.43559443993843
256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.360329659121588,0.8532778874954079,4.197667417349898,0.6431812490545153,2.4291855807727862
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.7983879149883332,5.487847220985504,-0.21929890687052456,2.1755770206582965,2.416367862441498
258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,3.0314765023038457,2.0365721854077727,-0.25153953697432324,1.7000059191260886,2.416367862441498
259,Asteroids,2600,1980.0,Shooter,Atari,4.556810236808977,0.22218759527548004,-0.25153953697432324,0.009086447011571349,2.416367862441498
260,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.73861242527886,2.214066330094628,0.10310739416746256,1.911370853140403,2.416367862441498
261,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.897247133667394,2.0760153286715184,-0.1548176466629271,1.805688386133246,2.384323566613278
262,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.2505056302372184,1.898521183984664,2.0697858304991836,1.3301172846010378,2.377914707447634
263,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.396937668749711,2.352117331517737,-0.025855126247732254,2.9681955232119765,2.377914707447634
264,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.3963187389143448,3.6931842024850843,0.07086676406366386,3.5494490917513417,2.37150584828199
265,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.3365432492048717,1.898521183984664,-0.09033638645532968,0.1147689140187287,2.37150584828199
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.45733208829455,-0.29057326715321147,2.4244327616409693,9.94323834568436,2.365096989116346
267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.665396406022614,1.721027039297809,-0.25153953697432324,3.7079727922620775,2.3586881299507017
268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7501961653195353,4.1862234932819025,-0.25153953697432324,0.9602286500759875,2.3522792707850577
269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.15288427122889,2.214066330094628,1.7473795294611967,1.3301172846010378,2.3522792707850577
270,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.6275505367237586,4.738427498974339,-0.1225770165591284,4.183543893794286,2.3522792707850577
271,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.749577235484169,4.24538820817752,0.393273065101651,4.130702660290707,2.345870411619414
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.2620893702778933,3.7917920606444473,0.3287918048940535,3.1795604572262914,2.345870411619414
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.2376840305258112,3.3184743414795017,1.586176378942203,2.545465655183347,2.345870411619414
274,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.4213430085017933,2.6084977627320827,-0.1225770165591284,2.0170533201475607,2.33946155245377
275,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.140681601352849,1.7999133258253002,1.6184170090460017,2.545465655183347,2.33946155245377
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.7007665559800047,5.211745218139285,-0.18705827676672582,2.545465655183347,2.33946155245377
277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.800244704494432,0.5771758846491896,0.7479199962434367,-0.04375478649200733,2.3266438341224815
278,Excitebike,NES,1984.0,Racing,Nintendo,2.1650869411049314,0.6560621711766804,4.810239389322074,0.1147689140187287,2.3202349749568376
279,Frogger,PS,1997.0,Action,Hasbro Interactive,4.300554169412115,0.2419091669073528,-0.25153953697432324,0.32613384803304335,2.3202349749568376
280,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.7758393647423496,0.12357973711611625,-0.21929890687052456,2.7039893556940835,2.3074172566255493
281,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.3841160690383036,3.3776390563751204,0.10310739416746256,3.813655259269235,2.3074172566255493
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.593418246437101,-0.29057326715321147,0.03862613395986513,-0.255119720506322,2.2945995382942614
283,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.68918281593933,0.9124426023910263,5.42281136129425,0.22045138102588596,2.2945995382942614
284,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.5421318475914711,4.60037649755123,-0.1548176466629271,4.447750061312179,2.2881906791286175
285,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.2871136398653418,2.0760153286715184,0.9413637768662291,1.8585296196368246,2.281781819962973
286,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.408521408790386,0.7152268860722988,6.518992784823406,0.1147689140187287,2.281781819962973
287,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.2749109699893006,2.667662477627701,-0.09033638645532968,1.9642120866439818,2.281781819962973
288,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.665396406022614,2.194344758462755,-0.21929890687052456,1.7000059191260886,2.275372960797329
289,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.8118284445351063,2.7071056208914466,-0.25153953697432324,-0.255119720506322,2.275372960797329
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.909449803543435,1.7999133258253002,-0.1225770165591284,1.488640985111774,2.2689641016316853
291,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.5067616976340803,-0.21168698062572044,-0.1225770165591284,8.569366274591314,2.2625552424660413
292,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.5433697072622037,2.2337879017265005,-0.1548176466629271,1.911370853140403,2.256146383300397
293,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,-0.17782567509495092,4.166501921650029,2.6501171723675605,3.813655259269235,2.256146383300397
294,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.457951018129916,2.766270335787065,0.2643105446864561,0.061927680515149984,2.249737524134753
295,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.7257908255674532,2.687384049259574,1.392732598319411,1.5943234521189311,2.249737524134753
296,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.0424413125091545,3.8903999188038116,0.07086676406366386,3.3909253912406054,2.236919805803465
